ET_FID,X,Y,Id,HAZSITE_ID,CONTRACTOR,DOE_DIV,DSTRICT_ID,ERS_CLASS,ERS_OPRUNT,ERS_RECLAS,ERS_STAT_D,ERS_TYPE_D,SITE_NAME,SITE_NUM,SWMUFLAG,UNIT_CTGY,PHOTOS,DOE_DIV_S,RES_CONT_S,RES_PROJ,RES_PROJ_S,ERS_CL_RCL,ERS_OP_DES,MAP_AUTH,Shape_len,Lat,Long,ET_ID,ET_X,ET_Y,ET_ANGLE,ET_STATION
1146,573772.401745984,137259.716123062,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573772.40175,137259.71612,321.1062,9
1147,573770.631178908,137262.124766483,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573770.63118,137262.12477,332.7076,12
1148,573769.514894239,137264.89501135,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573769.51489,137264.89501,343.4966,15
1149,573769.073993969,137267.850663003,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573769.07399,137267.85066,6.5187,18
1150,573769.569822678,137270.799492725,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573769.56982,137270.79949,16.6197,21
1151,573770.718866676,137273.557387259,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573770.71887,137273.55739,27.1123,24
1152,573772.547550832,137275.920129819,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573772.54755,137275.92013,50.0949,27
1153,573774.948317965,137277.692924067,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573774.94832,137277.69292,63.437,30
1154,573777.728313732,137278.791695577,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573777.72831,137278.7917,73.139,33
1155,573780.690218664,137279.168473783,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573780.69022,137279.16847,95.7111,36
1156,573783.639912554,137278.688578659,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573783.63991,137278.68858,106.3886,39
1157,573786.392258711,137277.528380122,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573786.39226,137277.52838,117.2996,42
1158,573788.710681605,137275.646075831,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573788.71068,137275.64608,140.8751,45
1159,573790.472467662,137273.230792623,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573790.47247,137273.23079,151.4556,48
1160,573791.592495285,137270.465078599,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573791.5925,137270.46508,163.381,51
1161,573791.915654909,137267.497046499,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573791.91565,137267.49705,184.9381,54
1162,573791.444916148,137264.548429794,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573791.44492,137264.54843,196.5123,57
1163,573790.223945159,137261.8256848,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573790.22395,137261.82568,208.7441,60
1164,573788.350551661,137259.496342779,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573788.35055,137259.49634,230.3952,63
1165,573785.932902803,137257.74362378,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573785.9329,137257.74362,242.3341,66
1166,573783.14803217,137256.666672311,0,401,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-110; 241-B-TK-110,241-B-110,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.676952653,573781,137268,44,573783.14803,137256.66667,253.6065,69
1167,573780.437499997,137286.7968,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573780.4375,137286.7968,275.7115,0
1168,573777.48099014,137287.241790013,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573777.48099,137287.24179,286.3927,3
1169,573774.715162146,137288.368345075,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573774.71516,137288.36835,297.3014,6
1170,573772.316107993,137290.15320311,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573772.31611,137290.1532,308.9467,9
1171,573770.534467276,137292.554388402,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573770.53447,137292.55439,332.6996,12
1172,573769.404643888,137295.319485351,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573769.40464,137295.31949,343.3774,15
1173,573769.003971243,137298.279588597,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573769.00397,137298.27959,4.8898,18
1174,573769.430590233,137301.236232832,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573769.43059,137301.23623,16.6226,21
1175,573770.576038845,137303.995032868,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573770.57604,137303.99503,27.3004,24
1176,573772.38700786,137306.372183109,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573772.38701,137306.37218,51.3438,27
1177,573774.80243966,137308.134822832,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573774.80244,137308.13482,62.3366,30
1178,573777.570532451,137309.253247197,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573777.57053,137309.25325,73.6099,33
1179,573780.531936132,137309.647432007,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573780.53194,137309.64743,95.3029,36
1180,573783.484344794,137309.192692486,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573783.48434,137309.19269,106.8601,39
1181,573786.231106364,137308.018971424,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573786.23111,137308.01897,117.6591,42
1182,573788.59675922,137306.192563724,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573788.59676,137306.19256,141.1077,45
1183,573790.350952623,137303.773262189,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573790.35095,137303.77326,152.6986,48
1184,573791.453320572,137300.99710439,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573791.45332,137300.9971,163.3863,51
1185,573791.852427359,137298.037685693,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573791.85243,137298.03769,186.5166,54
1186,573791.340068216,137295.092248569,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573791.34007,137295.09225,196.6226,57
1187,573790.169294933,137292.343676138,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573790.16929,137292.34368,207.3004,60
1188,573788.311931105,137290.004190181,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573788.31193,137290.00419,231.0573,63
1189,573785.886629332,137288.259567354,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573785.88663,137288.25957,242.6965,66
1190,573783.107889199,137287.161930057,0,391,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-111; 241-B-TK-111,241-B-111,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.7029888175,573780,137298,45,573783.10789,137287.16193,253.1426,69
1191,573780.312399997,137317.281199997,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573780.3124,137317.2812,275.7101,0
1192,573777.35616519,137317.727083592,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573777.35617,137317.72708,286.4604,3
1193,573774.600215951,137318.875916037,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573774.60022,137318.87592,297.6678,6
1194,573772.210919187,137320.673538745,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573772.21092,137320.67354,321.1034,9
1195,573770.443098339,137323.083674249,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573770.4431,137323.08367,332.893,12
1196,573769.326924289,137325.854769785,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573769.32692,137325.85477,343.3843,15
1197,573768.885547267,137328.810430431,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573768.88555,137328.81043,6.5642,18
1198,573769.382390873,137331.75936331,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573769.38239,137331.75936,16.5001,21
1199,573770.53240432,137334.516059982,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573770.5324,137334.51606,27.3025,24
1200,573772.356784792,137336.88222897,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573772.35678,137336.88223,51.3416,27
1201,573774.77646915,137338.638352724,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573774.77647,137338.63835,62.3386,30
1202,573777.543984626,137339.761341145,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573777.54398,137339.76134,73.1444,33
1203,573780.507641215,137340.122464596,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573780.50764,137340.12246,95.3084,36
1204,573783.458480329,137339.655539127,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573783.45848,137339.65554,106.3856,39
1205,573786.19127416,137338.458244577,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573786.19127,137338.45824,118.6062,42
1206,573788.534548138,137336.606945374,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573788.53455,137336.60695,139.9583,45
1207,573790.313279891,137334.209426466,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573790.31328,137334.20943,152.6964,48
1208,573791.403131597,137331.428549241,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573791.40313,137331.42855,163.4917,51
1209,573791.727877152,137328.460688293,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573791.72788,137328.46069,184.8904,54
1210,573791.258312453,137325.512196047,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573791.25831,137325.5122,196.6164,57
1211,573790.081413372,137322.765477202,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573790.08141,137322.76548,207.107,60
1212,573788.178127997,137320.462151593,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573788.17813,137320.46215,230.3844,63
1213,573785.762928996,137318.705808301,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573785.76293,137318.70581,242.3386,66
1214,573782.976255092,137317.636478755,0,392,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-112; 241-B-TK-112,241-B-112,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,71.6939568071,573780,137329,46,573782.97626,137317.63648,254.0003,69
1215,573817.812500004,137356.437500004,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573817.8125,137356.4375,297.9148,0
1216,573815.686305637,137358.360654711,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573815.68631,137358.36065,332.7758,3
1217,573816.082653478,137361.128291355,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573816.08265,137361.12829,38.9759,6
1218,573818.604295739,137362.417840127,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573818.6043,137362.41784,106.9918,9
1219,573821.0117128,137360.857091531,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573821.01171,137360.85709,141.0241,12
1220,573821.004985011,137358.063510876,0,389,Washington River Protection Solutions, ,200E,Accepted,WMA B/BX/B,None,Inactive,Single-Shell Tank,241-B-201; 241-B-TK-201,241-B-201,Yes,Treatment, Storage and Disposal (TSD),Yes, ,WRPS,Not Specified, ,Accepted    None, ,CHPRC,18.7844134392,573818,137359,47,573821.00499,137358.06351,208.9917,15
