ET_FID,X,Y,Z,WELL_ID,WELL_NAME,HORZ_SURVE,HORIZONTAL,HORZ_SUR_1,HORZ_MEASU,NORTHING,EASTING,HORZ_SUR_2,HORZ_QUALI,HORZ_CONVE,HORZ_SUR_3,HORZ_SUR_4,DISC_X,DISC_Y,ELEV_SURVE,VERTICAL_D,ELEV_SUR_1,ELEV_MEASU,ELEVATION,ELEV_SUR_2,ELEV_QUALI,ELEV_CONVE,ELEV_SUR_3,ELEV_SUR_4,DISC_Z
20,572941.553,137024.016,209.834,A4822,299-E28-26,USACE(JECA),NAD83(91),1/15/1993,Unknown,137024.016,572941.553,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,1/15/1993,Unknown,210.573,m, , ,Top of casing, north edge, stamped X,3,209.834
21,572951.13,137741.69,194.525,A5432,299-E32-10,KEH,NAD83,6/5/1992,Unknown,137741.69,572951.13,m, , ,Center of casing,2, , ,KEH,NAVD88,9/24/1996,Unknown,195.453,m, , ,Top of casing,0,194.525
22,573014.81,136546.37,0,C5928,C5928,FFS,NAD83(91),3/22/2008,GPS,136546.37,573014.81,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,215.11,m, , ,Brass survey marker,0,0
23,573020.955,136865.35,0,A6837,299-E28-86,USACE(JECA),NAD83(91),9/30/1994,Unknown,136865.35,573020.955,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,210.588,m, , ,Top of casing, north edge, stamped X,3,0
24,573029.791,136853.445,0,A6842,299-E28-91,USACE(JECA),NAD83(91),9/30/1994,Unknown,136853.445,573029.791,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,8/3/1994,Unknown,210.854,m, , ,Top of casing, north edge, stamped X,3,0
25,573038.446,136829.633,210.202,A6797,299-E28-21,USACE(JECA),NAD83(91),9/30/1994,Unknown,136829.633,573038.446,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,210.883,m, , ,Top of casing, north edge, stamped X,3,210.202
26,573040.373,136845.845,0,A6838,299-E28-87,USACE(JECA),NAD83(91),9/30/1994,Unknown,136845.845,573040.373,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,210.721,m, , ,Top of casing, north edge, stamped X,3,0
27,573052.9,136520.6,0,C5929,C5929,FFS,NAD83(91),3/22/2008,GPS,136520.6,573052.9,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,215.83,m, , ,Brass survey marker,0,0
28,573062.557,136823.939,0,A6839,299-E28-88,USACE(JECA),NAD83(91),9/30/1994,Unknown,136823.939,573062.557,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,211.162,m, , ,Top of casing, north edge, stamped X,3,0
29,573064.736,136682.637,0,A6795,299-E28-19,USACE(JECA),NAD83(91),9/30/1994,Unknown,136682.637,573064.736,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,213.421,m, , ,Top of casing, north edge, stamped X,3,0
30,573069.736,136798.995,0,A6796,299-E28-20,USACE(JECA),NAD83(91),6/30/1995,Unknown,136798.995,573069.736,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/9/1995,Unknown,211.366,m, , ,Top of casing, north edge, stamped X,0,0
31,573083.642,136484.872,0,A6791,299-E28-13,USACE(JECA),NAD83(91),9/30/1994,Unknown,136484.872,573083.642,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,216.316,m, , ,Top of casing, north edge, stamped X,3,0
32,573083.657,136802.68,0,A6840,299-E28-89,USACE(JECA),NAD83(91),9/30/1994,Unknown,136802.68,573083.657,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,211.354,m, , ,Top of casing, north edge, stamped X,3,0
33,573084.8,136401.8,0,A6831,299-E28-80,UNKNOWN,NAD83(91),1/1/1801,Unknown,136401.8,573084.8,m,P, ,Center of boring (assumed),1, , , , ,, ,0, , , , ,0,0
34,573090.63,136495.01,0,C5930,C5930,FFS,NAD83(91),3/22/2008,GPS,136495.01,573090.63,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,216.01,m, , ,Brass survey marker,0,0
35,573094.73,136788.726,0,A6836,299-E28-85,USACE(JECA),NAD83(91),9/30/1994,Unknown,136788.726,573094.73,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,211.737,m, , ,Top of casing, north edge, stamped X,3,0
36,573096.47,136587.219,0,A4828,299-E28-9,USACE(JECA),NAD83(91),9/30/1994,Unknown,136587.219,573096.47,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,214.633,m, , ,Top of casing, north edge, stamped X,3,0
37,573104.076,136767.778,211.292,A4821,299-E28-18,USACE(JECA),NAD83(91),9/30/1994,Unknown,136767.778,573104.076,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,12/31/2007,Leveling,212.114,m, , ,Top of pump plate, north edge,3,211.292
38,573104.458,137740.427,193.246,A4859,299-E33-34,USACE(JECA),NAD83(91),1/15/1993,Unknown,137740.427,573104.458,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,12/31/2007,Leveling,194.146,m, , ,Top of pump plate, north edge,3,193.246
39,573105.234,136769.278,0,A6841,299-E28-90,UNKNOWN,NAD83,1/1/1801,CONVERTED,136769.278,573105.234,m, ,C-Trans98,Center of casing (assumed),0, , , , ,, ,0, , , , ,0,0
40,573112.378,136614.465,0,A6822,299-E28-71,UNKNOWN,NAD83,1/1/1801,CONVERTED,136614.465,573112.378,m, ,C-Trans98,Center of casing (assumed),0, , ,HEIS,NAVD88,9/23/1968,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
41,573112.421,136599.225,0,A6821,299-E28-70,UNKNOWN,NAD83,1/1/1801,CONVERTED,136599.225,573112.421,m, ,C-Trans98,Center of casing (assumed),0, , ,HEIS,NAVD88,9/18/1968,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
42,573112.464,136583.986,0,A6820,299-E28-69,UNKNOWN,NAD83,1/1/1801,CONVERTED,136583.986,573112.464,m, ,C-Trans98,Center of casing (assumed),0, , ,HEIS,NAVD88,9/12/1968,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
43,573116.113,136767.367,0,A6835,299-E28-84,USACE(JECA),NAD83(91),9/30/1994,Unknown,136767.367,573116.113,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,211.957,m, , ,Top of casing, north edge, stamped X,3,0
44,573126.47,136552.59,0,C6593,C6593,FH,NAD83(91),10/5/2008,GPS,136552.59,573126.47,m, , ,Brass survey marker,0, , ,FH,NAVD88,10/5/2008,GPS,214.81,m, , ,Brass survey marker,0,0
45,573127.228,136766.876,0,A6826,299-E28-75,USACE(JECA),NAD83(91),9/30/1994,Unknown,136766.876,573127.228,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,211.943,m, , ,Top of casing, north edge, stamped X,3,0
46,573127.34,136618.537,0,A6817,299-E28-66,USACE(JECA),NAD83(91),9/30/1994,Unknown,136618.537,573127.34,m, , ,Center of casing (assumed),3, , ,HEIS,NAVD88,2/7/1951,Converted,214.122,m, ,CORPSCON,Top of casing (assumed),0,0
47,573127.558,136600.469,0,A6816,299-E28-65,USACE(JECA),NAD83(91),9/30/1994,Unknown,136600.469,573127.558,m, , ,Center of casing (assumed),3, , ,HEIS,NAVD88,2/6/1951,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
48,573127.613,136581.657,0,A6814,299-E28-63,USACE(JECA),NAD83(91),9/30/1994,Unknown,136581.657,573127.613,m, , ,Center of casing (assumed),3, , ,HEIS,NAVD88,9/6/1950,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
49,573127.703,136584.029,0,A6815,299-E28-64,UNKNOWN,NAD83,1/1/1801,CONVERTED,136584.029,573127.703,m, ,C-Trans98,Center of casing (assumed),0, , ,HEIS,NAVD88,2/2/1951,Converted,214.427,m, ,CORPSCON,Top of casing (assumed),0,0
50,573128.48,136553.6,0,C6594,C6594,FH,NAD83(91),10/5/2008,GPS,136553.6,573128.48,m, , ,Brass survey marker,0, , ,FH,NAVD88,10/5/2008,GPS,214.8,m, , ,Brass survey marker,0,0
51,573128.811,136589.762,215.03,C3246,C3246,FH,NAD83(91),11/17/2003,GPS,136589.762,573128.811,m,G, ,Brass survey marker,3,573128.811,136589.762,FH,NAVD88,11/17/2003,GPS,215.03,m,G, ,Brass survey marker,0,215.03
52,573128.93,136468.89,0,C5931,C5931,FFS,NAD83(91),3/22/2008,GPS,136468.89,573128.93,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,215.9,m, , ,Brass survey marker,0,0
53,573136.748,136562.635,0,A6794,299-E28-16,USACE(JECA),NAD83(91),9/30/1994,Unknown,136562.635,573136.748,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,215.422,m, , ,Top of casing, north edge, stamped X,3,0
54,573138.718,138350.879,162.103,A5218,699-49-55B,USACE(JECA),NAD83(91),1/15/1993,Unknown,138350.879,573138.718,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,12/4/1992,Unknown,162.892,m, , ,Top of casing, north edge, stamped X,3,162.103
55,573140.34,136550.79,215.062,C7515,299-E28-30,FFS,NAD83(91),4/6/2010,GPS Survey,136550.79,573140.34,m, , ,Center of casing,2, , ,FFS,NAVD88,4/6/2010,Leveling,215.89,m, , ,Top of pump plate, north edge,3,215.062
56,573141.211,136609.872,0,A6827,299-E28-76,USACE(JECA),NAD83(91),9/30/1994,Unknown,136609.872,573141.211,m, , ,Center of casing (assumed),3, , , , ,, ,0, , , , ,0,0
57,573142.44,136531.7,0,C6595,C6595,FH,NAD83(91),10/5/2008,GPS,136531.7,573142.44,m, , ,Brass survey marker,0, , ,FH,NAVD88,10/5/2008,GPS,215.16,m, , ,Brass survey marker,0,0
58,573144.14,136532.97,0,C6596,C6596,FH,NAD83(91),10/5/2008,GPS,136532.97,573144.14,m, , ,Brass survey marker,0, , ,FH,NAVD88,10/5/2008,GPS,215.13,m, , ,Brass survey marker,0,0
59,573144.6,136355.1,0,A6830,299-E28-79,UNKNOWN,NAD83(91),1/1/1801,Unknown,136355.1,573144.6,m,P, ,Center of casing (assumed),1, , , , ,, ,0, , , , ,0,0
60,573146.301,138351.781,0,A5217,699-49-55A,USACE(JECA),NAD83(91),1/15/1993,Unknown,138351.781,573146.301,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,7/2/2008,Leveling,162.866,m, , ,Top of casing, north edge, stamped X,3,0
61,573162.999,136428.68,0,A4819,299-E28-12,USACE(JECA),NAD83(91),9/30/1994,Unknown,136428.68,573162.999,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/15/1994,Unknown,216.898,m, , ,Top of casing, north edge, stamped X,3,0
62,573165.55,136440.23,0,C6743,C6743,FFS,NAD83(91),5/20/2008,GPS,136440.23,573165.55,m, , ,Brass survey marker,0, , ,FFS,NAVD88,5/20/2008,GPS,216.5,m, , ,Brass survey marker,0,0
63,573166.79,136443.55,0,C5932,C5932,FFS,NAD83(91),3/22/2008,GPS,136443.55,573166.79,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,216.55,m, , ,Brass survey marker,0,0
64,573167.32,136443.12,0,C5942,C5942,FFS,NAD83(91),3/22/2008,GPS,136443.12,573167.32,m, , ,Brass survey marker,0, , ,FFS,NAVD88,3/22/2008,GPS,216.56,m, , ,Brass survey marker,0,0
65,573178,136395.7,0,A6832,299-E28-81,UNKNOWN,NAD83(91),1/1/1801,Unknown,136395.7,573178,m,P, ,Center of casing (assumed),1, , , , ,, ,0, , , , ,0,0
66,573191,136317.1,0,A6833,299-E28-82,UNKNOWN,NAD83(91),1/1/1801,Unknown,136317.1,573191,m,P, ,Center of casing (assumed),1, , , , ,, ,0, , , , ,0,0
67,573220.798,137605.098,196.174,A4860,299-E33-35,USACE(JECA),NAD83(91),1/15/1993,Unknown,137605.098,573220.798,m, , ,Center of casing (assumed),3, , ,KEH,NAVD88,9/24/1996,Unknown,197.074,m, , ,Top of casing,0,196.174
68,573226.365,137375.019,203.07,A4852,299-E33-28,USACE(JECA),NAD83(91),1/15/1993,Unknown,137375.019,573226.365,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,12/31/2007,Leveling,203.561,m, , ,Top of pump plate, north edge,3,203.07
69,573226.784,137070.063,0,A4823,299-E28-27,USACE(JECA),NAD83(91),1/15/1993,Unknown,137070.063,573226.784,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,12/31/2007,Leveling,208.463,m, , ,Top of casing, north edge,3,0
70,573227.858,137231.193,205.753,A4853,299-E33-29,USACE(JECA),NAD83(91),1/15/1993,Unknown,137231.193,573227.858,m, , ,Center of casing (assumed),3, , ,KEH,NAVD88,9/24/1996,Unknown,206.434,m, , ,Top of casing,0,205.753
71,573255.504,137258.189,0,A6853,299-E33-10,USACE(JECA),NAD83(91),9/30/1994,Unknown,137258.189,573255.504,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,7/5/1994,Unknown,206.356,m, , ,Top of casing, north edge, stamped X,3,0
72,573304.561,136456.614,0,A6793,299-E28-15,USACE(JECA),NAD83(91),6/30/1995,Unknown,136456.614,573304.561,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/30/1995,Unknown,215.463,m, , ,X on northeast bolt on well,0,0
73,573304.946,136432.128,0,A6790,299-E28-11,USACE(JECA),NAD83(91),6/30/1995,Unknown,136432.128,573304.946,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/30/1995,Unknown,215.481,m, , ,X on southeast bolt of well,0,0
74,573319.2,136320.3,0,A6834,299-E28-83,UNKNOWN,NAD83(91),1/1/1801,Unknown,136320.3,573319.2,m,P, ,Center of casing (assumed),1, , , , ,, ,0, , , , ,0,0
75,573333.348,137681.471,193.143,A4850,299-E33-26,USACE(JECA),NAD83(91),1/15/1993,Unknown,137681.471,573333.348,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,1/16/1993,Unknown,193.884,m, , ,Top of casing, north edge, stamped X,3,193.143
76,573334.48,138044.28,185.562,C5196,699-48-50B,FFS,NAD83(91),2/26/2007,GPS,138044.28,573334.48,m, , ,Center of casing,2, , ,FFS,NAVD88,2/26/2007,Leveling,186.303,m, , ,Top of casing, north edge,3,185.562
77,573365.231,137681.626,0,A6858,299-E33-25,USACE(JECA),NAD83(91),6/30/1995,Unknown,137681.626,573365.231,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,193.336,m, , ,Top of casing, north edge, stamped X,0,0
78,573368.13,137698.77,191.777,A7103,299-E33-307,KEH,NAD83,6/26/1992,Unknown,137698.77,573368.13,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,6/26/1992,Converted,191.777,m, ,CORPSCON,Brass survey marker,0,191.777
79,573370,137277,0,C6407,C6407,FFS,NAD83(91),7/8/2008,GPS,137277,573370,m, , ,Staked location,1, , ,FFS,NAVD88,7/8/2008,GPS,204.7,m, , ,Ground surface (assumed),1,0
80,573403.71,137347.51,202.422,C3344,C3344,ROGERS,NAD83(91),1/29/2002,GPS,137347.51,573403.71,m, , ,Brass survey marker,2,573403.71,137347.51,ROGERS,NAVD88,1/29/2002,GPS,202.422,m, , ,Brass survey marker,3,202.422
81,573420.56,137347.82,202.292,C3343,C3343,ROGERS,NAD83(91),1/29/2002,GPS,137347.82,573420.56,m, , ,Brass survey marker,2,573420.56,137347.82,ROGERS,NAVD88,1/29/2002,GPS,202.292,m, , ,Brass survey marker,3,202.292
82,573426.025,137272.5,0,A7082,299-E33-286,USACE(JECA),NAD83(91),6/30/1995,Unknown,137272.5,573426.025,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,205.004,m, , ,Top of casing, north edge, stamped X,0,0
83,573436.45,137311.061,0,A7083,299-E33-287,USACE(JECA),NAD83(91),6/30/1995,Unknown,137311.061,573436.45,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,204.271,m, , ,Top of casing, north edge, stamped X,0,0
84,573436.45,137353.037,0,A7086,299-E33-290,USACE(JECA),NAD83(91),6/30/1995,Unknown,137353.037,573436.45,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,203.048,m, , ,Top of casing, north edge, stamped X,0,0
85,573436.462,137324.954,0,A7084,299-E33-288,USACE(JECA),NAD83(91),6/30/1995,Unknown,137324.954,573436.462,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,204.035,m, , ,Top of casing, north edge, stamped X,0,0
86,573436.503,137340.695,0,A7085,299-E33-289,USACE(JECA),NAD83(91),6/30/1995,Unknown,137340.695,573436.503,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,3/8/1995,Unknown,203.509,m, , ,Top of casing, north edge, stamped X,0,0
87,573437.69,137347.65,202.231,C3342,C3342,ROGERS,NAD83(91),1/29/2002,GPS,137347.65,573437.69,m, , ,Brass survey marker,2,573437.69,137347.65,ROGERS,NAVD88,1/29/2002,GPS,202.231,m, , ,Brass survey marker,3,202.231
88,573455.27,137347.58,202.357,C3341,C3341,ROGERS,NAD83(91),1/29/2002,GPS,137347.58,573455.27,m, , ,Brass survey marker,2,573455.27,137347.58,ROGERS,NAVD88,1/29/2002,GPS,202.357,m, , ,Brass survey marker,3,202.357
89,573461.2,136331.686,216.699,A4820,299-E28-17,USACE(JECA),NAD83(91),9/30/1994,Unknown,136331.686,573461.2,m, , ,Center of casing (assumed),3, , ,FFS,NAVD88,7/2/2008,Leveling,216.079,m, , ,Brass survey marker,3,216.699
90,573467.15,136403.12,214.77,C5860,299-E29-54,FFS,NAD83(91),4/6/2010,GPS Survey,136403.12,573467.15,m, , ,Center of casing,2, , ,FFS,NAVD88,4/6/2010,Leveling,215.703,m, , ,Top of pump plate, north edge,3,214.77
91,573467.22,136401.63,0,C6911,C6911,FFS,NAD83(91),1/22/2009,GPS,136401.63,573467.22,m, , ,Brass survey marker,2, , ,FFS,NAVD88,1/22/2009,GPS,214.77,m, , ,Brass survey marker,2,0
92,573468.572,136402.997,0,A6802,299-E28-51,UNKNOWN,NAD83,1/1/1801,CONVERTED,136402.997,573468.572,m, ,C-Trans98,Center of casing (assumed),0, , ,HEIS,NAVD88,11/16/1944,Converted,215.453,m, ,CORPSCON,Top of casing (assumed),0,0
93,573471.18,137347.64,201.99,C3104,C3104,ROGERS,NAD83(91),1/29/2002,GPS,137347.64,573471.18,m, , ,Brass survey marker,2,573471.18,137347.64,ROGERS,NAVD88,1/29/2002,GPS,201.99,m, , ,Brass survey marker,3,201.99
94,573472.56,137347.62,201.996,C3340,C3340,ROGERS,NAD83(91),1/29/2002,GPS,137347.62,573472.56,m, , ,Brass survey marker,2,573472.56,137347.62,ROGERS,NAVD88,1/29/2002,GPS,201.996,m, , ,Brass survey marker,3,201.996
95,573474.469,137293.207,0,A4848,299-E33-21,HGIS,NAD83(91),8/21/2000,GPS,137293.207,573474.469,m, , ,Top of casing, north edge, stamped X,3, , ,HGIS,NAVD88,8/21/2000,GPS,204.046,m, , ,Top of casing, north edge, stamped X,3,0
96,573475.297,137447.934,0,A4872,299-E33-8,USACE(JECA),NAD83(91),9/30/1994,Unknown,137447.934,573475.297,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,6/15/1994,Unknown,199.429,m, , ,Top of casing, north edge, stamped X,3,0
97,573493.539,137578.531,194.867,A4849,299-E33-24,USACE(JECA),NAD83(91),1/15/1993,Unknown,137578.531,573493.539,m, , ,Center of casing (assumed),3, , ,USACE(JECA),NAVD88,1/14/1993,Unknown,195.473,m, , ,Top of casing, north edge, stamped X,3,194.867
98,573496.64,137563.32,195.161,A7100,299-E33-304,KEH,NAD83,6/26/1992,Unknown,137563.32,573496.64,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,6/26/1992,Converted,195.161,m, ,CORPSCON,Brass survey marker,0,195.161
99,573496.8,137605.89,194.429,A7102,299-E33-306,KEH,NAD83,6/26/1992,Unknown,137605.89,573496.8,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,6/26/1992,Converted,194.429,m, ,CORPSCON,Brass survey marker,0,194.429
100,573500.05,137584.72,194.917,A7101,299-E33-305,KEH,NAD83,6/26/1992,Unknown,137584.72,573500.05,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,6/26/1992,Converted,194.917,m, ,CORPSCON,Brass survey marker,0,194.917
101,573514.716,137256.371,203.288,B8810,299-E33-334,ROGERS,NAD83(91),3/15/2000,Unknown,137256.371,573514.716,m, , ,Center of casing (assumed),3,573514.698,137256.718,ROGERS,NAVD88,3/15/2000,Unknown,204.207,m, , ,Top of casing, stamped X,3,203.288
102,573519.23,137498.61,0,C8243,299-E33-268,FFS,NAD83(91),1/17/2011,GPS,137498.61,573519.23,m, , ,Staked location,2, , ,FFS,NAVD88,1/17/2011,GPS,197.03,m, , ,Ground surface,2,0
103,573519.5,137494.06,0,C8242,299-E33-267,FFS,NAD83(91),1/17/2011,GPS,137494.06,573519.5,m, , ,Staked location,2, , ,FFS,NAVD88,1/17/2011,GPS,197.15,m, , ,Ground surface,2,0
104,573520.99,137424.38,199.389,A4868,299-E33-42,KEH,NAD83,12/12/1991,Unknown,137424.38,573520.99,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,9/24/1996,Unknown,200.43,m, , ,Top of casing,0,199.389
105,573523.19,137325.43,201.922,A4869,299-E33-43,KEH,NAD83,12/12/1991,Unknown,137325.43,573523.19,m, , ,Center of casing (assumed),2, , ,KEH,NAVD88,9/24/1996,Unknown,202.989,m, , ,Top of casing,0,201.922
