ET_FID,X,Y,Id,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,WIDS_,WIDS_ID,DXF_LAYER,CLASS,TEXT,ET_X,ET_Y,ET_ANGLE,ET_STATION,ET_ID
10374,574343.866564919,137084.407685691,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574343.86656,137084.40769,112.6692,417,0
10375,574346.634796552,137083.25144453,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574346.6348,137083.25144,112.6695,420,0
10376,574349.403028186,137082.095203368,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574349.40303,137082.0952,112.6695,423,0
10377,574352.171259819,137080.938962206,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574352.17126,137080.93896,112.6697,426,0
10378,574354.939491453,137079.782721045,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574354.93949,137079.78272,112.6694,429,0
10379,574357.707723086,137078.626479883,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574357.70772,137078.62648,112.6694,432,0
10380,574360.475954719,137077.470238721,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574360.47595,137077.47024,112.6697,435,0
10381,574363.244186353,137076.31399756,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574363.24419,137076.314,112.6697,438,0
10382,574366.012417986,137075.157756398,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574366.01242,137075.15776,112.6697,441,0
10383,574368.780649619,137074.001515236,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574368.78065,137074.00152,112.6692,444,0
10384,574371.548881253,137072.845274075,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574371.54888,137072.84527,112.6692,447,0
10385,574374.414668922,137071.991510836,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574374.41467,137071.99151,103.0818,450,0
10386,574377.336810701,137071.312476649,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574377.33681,137071.31248,103.0819,453,0
10387,574380.258952479,137070.633442462,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574380.25895,137070.63344,103.082,456,0
10388,574383.181094258,137069.954408276,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574383.18109,137069.95441,103.0819,459,0
10389,574386.103236036,137069.275374089,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574386.10324,137069.27537,103.082,462,0
10390,574389.025377815,137068.596339902,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574389.02538,137068.59634,103.082,465,0
10391,574391.947519593,137067.917305716,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574391.94752,137067.91731,103.082,468,0
10392,574394.869661372,137067.238271529,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574394.86966,137067.23827,103.0818,471,0
10393,574397.79180315,137066.559237342,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574397.7918,137066.55924,103.0819,474,0
10394,574400.713944928,137065.880203156,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574400.71394,137065.8802,103.082,477,0
10395,574403.636086707,137065.201168969,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574403.63609,137065.20117,103.0819,480,0
10396,574406.558228485,137064.522134782,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574406.55823,137064.52213,103.082,483,0
10397,574409.480370264,137063.843100596,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574409.48037,137063.8431,103.0818,486,0
10398,574412.402512042,137063.164066409,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574412.40251,137063.16407,103.082,489,0
10399,574415.324653821,137062.485032222,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574415.32465,137062.48503,103.082,492,0
10400,574418.246795599,137061.805998036,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574418.2468,137061.806,103.0819,495,0
10401,574421.168937378,137061.126963849,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574421.16894,137061.12696,103.082,498,0
10402,574424.091079156,137060.447929662,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574424.09108,137060.44793,103.082,501,0
10403,574427.013220935,137059.768895476,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574427.01322,137059.7689,103.082,504,0
10404,574429.935362713,137059.089861289,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574429.93536,137059.08986,103.0818,507,0
10405,574432.857504491,137058.410827102,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574432.8575,137058.41083,103.0819,510,0
10406,574435.77964627,137057.731792916,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574435.77965,137057.73179,103.082,513,0
10407,574438.701788048,137057.052758729,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574438.70179,137057.05276,103.0819,516,0
10408,574441.612717007,137056.328268215,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574441.61272,137056.32827,104.6312,519,0
10409,574444.515430274,137055.570471614,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574444.51543,137055.57047,104.6312,522,0
10410,574447.418143541,137054.812675012,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574447.41814,137054.81268,104.6312,525,0
10411,574450.320856808,137054.054878411,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574450.32086,137054.05488,104.6314,528,0
10412,574453.223570075,137053.29708181,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574453.22357,137053.29708,104.6312,531,0
10413,574456.126283342,137052.539285209,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574456.12628,137052.53929,104.6312,534,0
10414,574459.02899661,137051.781488608,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574459.029,137051.78149,104.6312,537,0
10415,574461.931709877,137051.023692007,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574461.93171,137051.02369,104.6314,540,0
10416,574464.834423144,137050.265895405,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574464.83442,137050.2659,104.6314,543,0
10417,574467.737136411,137049.508098804,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574467.73714,137049.5081,104.6314,546,0
10418,574470.639849678,137048.750302203,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574470.63985,137048.7503,104.6314,549,0
10419,574473.542562945,137047.992505602,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574473.54256,137047.99251,104.6316,552,0
10420,574476.445276213,137047.234709001,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574476.44528,137047.23471,104.6316,555,0
10421,574479.34798948,137046.4769124,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574479.34799,137046.47691,104.6314,558,0
10422,574482.250702747,137045.719115798,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574482.2507,137045.71912,104.6314,561,0
10423,574485.153416014,137044.961319197,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574485.15342,137044.96132,104.6314,564,0
10424,574488.056129281,137044.203522596,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574488.05613,137044.20352,104.6314,567,0
10425,574490.958842548,137043.445725995,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574490.95884,137043.44573,104.6314,570,0
10426,574493.861555815,137042.687929394,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574493.86156,137042.68793,104.6314,573,0
10427,574496.764269083,137041.930132793,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574496.76427,137041.93013,104.6316,576,0
10428,574499.66698235,137041.172336191,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574499.66698,137041.17234,104.6316,579,0
10429,574502.569695617,137040.41453959,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574502.5697,137040.41454,104.6314,582,0
10430,574505.472408884,137039.656742989,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574505.47241,137039.65674,104.6312,585,0
10431,574508.375122151,137038.898946388,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574508.37512,137038.89895,104.6312,588,0
10432,574511.277835418,137038.141149787,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574511.27784,137038.14115,104.6312,591,0
10433,574514.180548685,137037.383353186,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574514.18055,137037.38335,104.6312,594,0
10434,574516.971620162,137036.367235185,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574516.97162,137036.36724,122.1149,597,0
10435,574519.512571697,137034.772379299,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574519.51257,137034.77238,122.1145,600,0
10436,574522.053523232,137033.177523413,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574522.05352,137033.17752,122.1149,603,0
10437,574524.594474767,137031.582667527,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574524.59447,137031.58267,122.1149,606,0
10438,574527.135426302,137029.987811641,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574527.13543,137029.98781,122.1151,609,0
10439,574529.676377837,137028.392955755,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574529.67638,137028.39296,122.1151,612,0
10440,574532.217329372,137026.798099869,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574532.21733,137026.7981,122.1149,615,0
10441,574534.758280907,137025.203243983,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574534.75828,137025.20324,122.1149,618,0
10442,574537.299232442,137023.608388097,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574537.29923,137023.60839,122.1145,621,0
10443,574539.840183977,137022.01353221,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574539.84018,137022.01353,122.1149,624,0
10444,574542.381135511,137020.418676324,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574542.38114,137020.41868,122.1151,627,0
10445,574544.922087046,137018.823820438,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574544.92209,137018.82382,122.1151,630,0
10446,574547.463038581,137017.228964552,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574547.46304,137017.22896,122.1149,633,0
10447,574550.003990116,137015.634108666,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574550.00399,137015.63411,122.1149,636,0
10448,574552.544941651,137014.03925278,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574552.54494,137014.03925,122.1149,639,0
10449,574555.171556767,137012.626092338,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574555.17156,137012.62609,108.3699,642,0
10450,574558.018682424,137011.680642449,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574558.01868,137011.68064,108.3699,645,0
10451,574560.865808081,137010.73519256,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574560.86581,137010.73519,108.3701,648,0
10452,574563.712933738,137009.789742671,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574563.71293,137009.78974,108.3699,651,0
10453,574566.560059395,137008.844292781,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574566.56006,137008.84429,108.3699,654,0
10454,574569.407185052,137007.898842892,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574569.40719,137007.89884,108.3699,657,0
10455,574572.254310709,137006.953393003,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574572.25431,137006.95339,108.3699,660,0
10456,574575.101436366,137006.007943114,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574575.10144,137006.00794,108.3699,663,0
10457,574577.948562023,137005.062493225,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574577.94856,137005.06249,108.3699,666,0
10458,574580.79568768,137004.117043335,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574580.79569,137004.11704,108.3699,669,0
10459,574583.642813337,137003.171593446,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574583.64281,137003.17159,108.3699,672,0
10460,574586.489938994,137002.226143557,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574586.48994,137002.22614,108.3701,675,0
10461,574589.337064651,137001.280693668,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574589.33706,137001.28069,108.3699,678,0
10462,574592.184190308,137000.335243779,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574592.18419,137000.33524,108.3699,681,0
10463,574595.031315965,136999.389793889,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574595.03132,136999.38979,108.3699,684,0
10464,574597.878441622,136998.444344,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574597.87844,136998.44434,108.3701,687,0
10465,574600.72556728,136997.498894111,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574600.72557,136997.49889,108.3699,690,0
10466,574603.572692937,136996.553444222,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574603.57269,136996.55344,108.3699,693,0
10467,574606.419818594,136995.607994333,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574606.41982,136995.60799,108.3699,696,0
10468,574609.326909031,136994.953292684,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574609.32691,136994.95329,94.9369,699,0
10469,574612.315778631,136994.695109583,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574612.31578,136994.69511,94.9371,702,0
10470,574615.304648231,136994.436926482,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574615.30465,136994.43693,94.9371,705,0
10471,574618.293517831,136994.178743381,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574618.29352,136994.17874,94.9371,708,0
10472,574621.282387431,136993.92056028,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574621.28239,136993.92056,94.9371,711,0
10473,574624.271257031,136993.662377178,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574624.27126,136993.66238,94.9371,714,0
10474,574627.260126632,136993.404194077,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574627.26013,136993.40419,94.9371,717,0
10475,574630.248996232,136993.146010976,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574630.249,136993.14601,94.9371,720,0
10476,574633.237865832,136992.887827875,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574633.23787,136992.88783,94.9371,723,0
10477,574636.226735432,136992.629644774,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574636.22674,136992.62964,94.9371,726,0
10478,574639.215605032,136992.371461672,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574639.21561,136992.37146,94.9371,729,0
10479,574642.204474632,136992.113278571,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574642.20447,136992.11328,94.9371,732,0
10480,574645.193344232,136991.85509547,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574645.19334,136991.8551,94.9371,735,0
10481,574648.182213832,136991.596912369,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574648.18221,136991.59691,94.9371,738,0
10482,574651.171083432,136991.338729268,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574651.17108,136991.33873,94.9371,741,0
10483,574654.159953032,136991.080546166,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574654.15995,136991.08055,94.9371,744,0
10484,574657.148822632,136990.822363065,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574657.14882,136990.82236,94.9371,747,0
10485,574660.137692232,136990.564179964,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574660.13769,136990.56418,94.9371,750,0
10486,574663.126561833,136990.305996863,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574663.12656,136990.306,94.9371,753,0
10487,574666.115431433,136990.047813762,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574666.11543,136990.04781,94.9371,756,0
10488,574669.104301033,136989.78963066,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574669.1043,136989.78963,94.9371,759,0
10489,574672.093170633,136989.531447559,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574672.09317,136989.53145,94.9371,762,0
10490,574674.961492703,136990.174083537,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574674.96149,136990.17408,69.8189,765,0
10491,574677.777313175,136991.209049753,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574677.77731,136991.20905,69.8187,768,0
10492,574680.593133648,136992.244015968,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574680.59313,136992.24402,69.819,771,0
10493,574683.40895412,136993.278982184,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574683.40895,136993.27898,69.8189,774,0
10494,574686.224774592,136994.3139484,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574686.22477,136994.31395,69.8189,777,0
10495,574689.040595065,136995.348914615,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574689.0406,136995.34891,69.8189,780,0
10496,574691.672867632,136996.316417055,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574691.67287,136996.31642,69.8195,0,0
10497,574694.488688373,136997.351382539,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574694.48869,136997.35138,69.8213,3,0
10498,574697.304509115,136998.386348023,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574697.30451,136998.38635,69.8195,6,0
10499,574700.120329856,136999.421313507,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574700.12033,136999.42131,69.8213,9,0
10500,574702.936150597,137000.456278991,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574702.93615,137000.45628,69.8169,12,0
10501,574705.751971339,137001.491244475,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574705.75197,137001.49124,69.8213,15,0
10502,574708.56779208,137002.526209959,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574708.56779,137002.52621,69.8195,18,0
10503,574711.383612821,137003.561175443,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574711.38361,137003.56118,69.8213,21,0
10504,574714.199433562,137004.596140927,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574714.19943,137004.59614,69.8195,24,0
10505,574717.015254304,137005.631106411,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574717.01525,137005.63111,69.8187,27,0
10506,574719.831075045,137006.666071895,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574719.83108,137006.66607,69.8195,30,0
10507,574722.633003736,137007.733706907,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574722.633,137007.73371,64.1053,33,0
10508,574725.331856089,137009.043743539,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574725.33186,137009.04374,64.1086,36,0
10509,574728.030708442,137010.353780171,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574728.03071,137010.35378,64.1086,39,0
10510,574730.729560795,137011.663816803,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574730.72956,137011.66382,64.1086,42,0
10511,574733.428413148,137012.973853435,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574733.42841,137012.97385,64.1069,45,0
10512,574736.127265501,137014.283890067,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574736.12727,137014.28389,64.1086,48,0
10513,574738.826117854,137015.593926699,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574738.82612,137015.59393,64.1086,51,0
10514,574741.524970207,137016.903963331,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574741.52497,137016.90396,64.1086,54,0
10515,574744.22382256,137018.213999963,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574744.22382,137018.214,64.1086,57,0
10516,574746.922674913,137019.524036594,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574746.92267,137019.52404,64.1086,60,0
10517,574749.919283176,137019.429303451,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574749.91928,137019.4293,91.9578,63,0
10518,574752.917532468,137019.326828167,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574752.91753,137019.32683,91.9578,66,0
10519,574755.91578176,137019.224352884,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574755.91578,137019.22435,91.9578,69,0
10520,574758.914031052,137019.121877601,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574758.91403,137019.12188,91.9578,72,0
10521,574761.912280343,137019.019402317,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574761.91228,137019.0194,91.9576,75,0
10522,574764.910529635,137018.916927034,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574764.91053,137018.91693,91.9576,78,0
10523,574767.908778927,137018.814451751,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574767.90878,137018.81445,91.9578,81,0
10524,574770.907028219,137018.711976467,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574770.90703,137018.71198,91.9578,84,0
10525,574773.905277511,137018.609501184,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574773.90528,137018.6095,91.9578,87,0
10526,574775.247767632,137018.563617055,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574775.24777,137018.56362,91.9573,0,0
10527,574778.246017202,137018.461149901,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574778.24602,137018.46115,91.9573,3,0
10528,574781.244266772,137018.358682747,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574781.24427,137018.35868,91.9573,6,0
10529,574784.242516341,137018.256215592,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574784.24252,137018.25622,91.9573,9,0
10530,574787.240765911,137018.153748438,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574787.24077,137018.15375,91.9573,12,0
10531,574790.239015481,137018.051281284,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574790.23902,137018.05128,91.9573,15,0
10532,574793.23726505,137017.94881413,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574793.23727,137017.94881,91.9573,18,0
10533,574796.23551462,137017.846346975,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574796.23551,137017.84635,91.9573,21,0
10534,574799.220009886,137017.543485326,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574799.22001,137017.54349,95.8955,24,0
10535,574802.204142836,137017.235344869,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574802.20414,137017.23534,95.8952,27,0
10536,574805.188275785,137016.927204413,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574805.18828,137016.9272,95.8955,30,0
10537,574808.172408734,137016.619063957,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574808.17241,137016.61906,95.8957,33,0
10538,574811.156541684,137016.310923501,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574811.15654,137016.31092,95.8955,36,0
10539,574814.140674633,137016.002783044,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574814.14067,137016.00278,95.8952,39,0
10540,574817.124807582,137015.694642588,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574817.12481,137015.69464,95.8955,42,0
10541,574820.108940532,137015.386502132,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574820.10894,137015.3865,95.8957,45,0
10542,574823.093073481,137015.078361676,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574823.09307,137015.07836,95.8955,48,0
10543,574826.07720643,137014.770221219,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574826.07721,137014.77022,95.8952,51,0
10544,574829.06133938,137014.462080763,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574829.06134,137014.46208,95.8955,54,0
10545,574832.045472329,137014.153940307,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574832.04547,137014.15394,95.8957,57,0
10546,574835.029605278,137013.845799851,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574835.02961,137013.8458,95.8955,60,0
10547,574837.997710489,137013.425369002,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574837.99771,137013.42537,100.3516,63,0
10548,574840.948886867,137012.886334692,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574840.94889,137012.88633,100.3508,66,0
10549,574843.900063244,137012.347300382,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574843.90006,137012.3473,100.3512,69,0
10550,574846.851239622,137011.808266073,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574846.85124,137011.80827,100.3511,72,0
10551,574849.802416,137011.269231763,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574849.80242,137011.26923,100.3508,75,0
10552,574852.753592378,137010.730197453,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574852.75359,137010.7302,100.3508,78,0
10553,574855.704768756,137010.191163143,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574855.70477,137010.19116,100.3511,81,0
10554,574858.655945133,137009.652128833,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574858.65595,137009.65213,100.3512,84,0
10555,574861.607121511,137009.113094523,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574861.60712,137009.11309,100.3508,87,0
10556,574864.558297889,137008.574060214,0,0,0,0,0,1218.72,150,6,DITCH-LINE,6,216-B-2-3,574864.5583,137008.57406,100.3512,90,0
