ET_FID,X,Y,Id,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,WIDS_,WIDS_ID,DXF_LAYER,CLASS,TEXT,ET_X,ET_Y,ET_ANGLE,ET_STATION,ET_ID
2395,577669.617083107,135793.738405717,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577669.61708,135793.73841,351.8997,1167,0
2396,577669.194362943,135796.708474347,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577669.19436,135796.70847,351.8996,1170,0
2397,577668.77164278,135799.678542976,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577668.77164,135799.67854,351.8996,1173,0
2398,577668.348922616,135802.648611605,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577668.34892,135802.64861,351.8997,1176,0
2399,577667.926202452,135805.618680235,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577667.9262,135805.61868,351.8997,1179,0
2400,577667.503482288,135808.588748864,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577667.50348,135808.58875,351.8996,1182,0
2401,577667.080762124,135811.558817493,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577667.08076,135811.55882,351.8997,1185,0
2402,577666.65804196,135814.528886123,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577666.65804,135814.52889,351.8997,1188,0
2403,577666.235321797,135817.498954752,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577666.23532,135817.49895,351.8996,1191,0
2404,577665.812601633,135820.469023381,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577665.8126,135820.46902,351.8996,1194,0
2405,577665.389881469,135823.439092011,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577665.38988,135823.43909,351.9,1197,0
2406,577664.967161305,135826.40916064,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577664.96716,135826.40916,351.9,1200,0
2407,577664.544441141,135829.37922927,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577664.54444,135829.37923,351.8996,1203,0
2408,577664.121720977,135832.349297899,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577664.12172,135832.3493,351.8997,1206,0
2409,577663.703450218,135835.319995844,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577663.70345,135835.32,351.9993,1209,0
2410,577663.285904813,135838.290796382,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577663.2859,135838.2908,351.9997,1212,0
2411,577662.868359408,135841.261596919,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577662.86836,135841.2616,351.9993,1215,0
2412,577662.450814003,135844.232397457,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577662.45081,135844.2324,351.9997,1218,0
2413,577662.033268598,135847.203197995,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577662.03327,135847.2032,351.9993,1221,0
2414,577661.615723193,135850.173998532,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577661.61572,135850.174,351.9993,1224,0
2415,577661.198177787,135853.14479907,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577661.19818,135853.1448,351.9997,1227,0
2416,577660.780632382,135856.115599608,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577660.78063,135856.1156,351.9993,1230,0
2417,577660.363086977,135859.086400145,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577660.36309,135859.0864,351.9997,1233,0
2418,577659.945541572,135862.057200683,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577659.94554,135862.0572,351.9997,1236,0
2419,577659.527996167,135865.028001221,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577659.528,135865.028,351.9993,1239,0
2420,577659.110450762,135867.998801758,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577659.11045,135867.9988,351.9997,1242,0
2421,577658.692905357,135870.969602296,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577658.69291,135870.9696,351.9993,1245,0
2422,577658.275359951,135873.940402834,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577658.27536,135873.9404,351.9997,1248,0
2423,577657.857814546,135876.911203371,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577657.85781,135876.9112,351.9997,1251,0
2424,577657.440269141,135879.882003909,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577657.44027,135879.882,351.9993,1254,0
2425,577657.022723736,135882.852804447,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577657.02272,135882.8528,351.9997,1257,0
2426,577656.605178331,135885.823604984,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577656.60518,135885.8236,351.9993,1260,0
2427,577656.186975825,135888.794312919,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577656.18698,135888.79431,351.957,1263,0
2428,577655.76723256,135891.764803718,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577655.76723,135891.7648,351.957,1266,0
2429,577655.347489295,135894.735294518,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577655.34749,135894.73529,351.9573,1269,0
2430,577654.92774603,135897.705785318,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577654.92775,135897.70579,351.957,1272,0
2431,577654.508002765,135900.676276118,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577654.508,135900.67628,351.957,1275,0
2432,577654.088259499,135903.646766917,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577654.08826,135903.64677,351.9573,1278,0
2433,577653.668516234,135906.617257717,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577653.66852,135906.61726,351.957,1281,0
2434,577653.248772969,135909.587748517,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577653.24877,135909.58775,351.957,1284,0
2435,577652.829029704,135912.558239317,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577652.82903,135912.55824,351.9573,1287,0
2436,577652.409286439,135915.528730116,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577652.40929,135915.52873,351.957,1290,0
2437,577651.989543174,135918.499220916,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577651.98954,135918.49922,351.957,1293,0
2438,577651.569799908,135921.469711716,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577651.5698,135921.46971,351.9573,1296,0
2439,577651.150056643,135924.440202516,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577651.15006,135924.4402,351.957,1299,0
2440,577650.730313378,135927.410693315,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577650.73031,135927.41069,351.957,1302,0
2441,577650.310570113,135930.381184115,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577650.31057,135930.38118,351.9573,1305,0
2442,577649.890826848,135933.351674915,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577649.89083,135933.35167,351.957,1308,0
2443,577649.471083583,135936.322165715,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577649.47108,135936.32217,351.957,1311,0
2444,577649.051340317,135939.292656514,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577649.05134,135939.29266,351.9573,1314,0
2445,577648.631597052,135942.263147314,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577648.6316,135942.26315,351.957,1317,0
2446,577648.211853787,135945.233638114,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577648.21185,135945.23364,351.957,1320,0
2447,577647.792110522,135948.204128914,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577647.79211,135948.20413,351.9573,1323,0
2448,577647.372367257,135951.174619713,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577647.37237,135951.17462,351.957,1326,0
2449,577646.952623991,135954.145110513,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577646.95262,135954.14511,351.957,1329,0
2450,577646.532880726,135957.115601313,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577646.53288,135957.1156,351.9573,1332,0
2451,577646.113137461,135960.086092112,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577646.11314,135960.08609,351.957,1335,0
2452,577645.693394196,135963.056582912,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577645.69339,135963.05658,351.957,1338,0
2453,577645.273650931,135966.027073712,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577645.27365,135966.02707,351.9573,1341,0
2454,577644.853907665,135968.997564512,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577644.85391,135968.99756,351.957,1344,0
2455,577644.4341644,135971.968055311,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577644.43416,135971.96806,351.957,1347,0
2456,577644.014421135,135974.938546111,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577644.01442,135974.93855,351.9573,1350,0
2457,577643.59467787,135977.909036911,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577643.59468,135977.90904,351.957,1353,0
2458,577643.174934605,135980.879527711,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577643.17493,135980.87953,351.957,1356,0
2459,577642.75519134,135983.85001851,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577642.75519,135983.85002,351.9573,1359,0
2460,577642.335448074,135986.82050931,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577642.33545,135986.82051,351.957,1362,0
2461,577641.915704809,135989.79100011,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577641.9157,135989.791,351.957,1365,0
2462,577641.495961544,135992.76149091,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577641.49596,135992.76149,351.9573,1368,0
2463,577641.076218279,135995.731981709,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577641.07622,135995.73198,351.957,1371,0
2464,577640.656475014,135998.702472509,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577640.65648,135998.70247,351.957,1374,0
2465,577640.236731748,136001.672963309,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577640.23673,136001.67296,351.9573,1377,0
2466,577639.816616779,136004.643401545,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577639.81662,136004.6434,351.9449,1380,0
2467,577639.396237939,136007.613802465,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577639.39624,136007.6138,351.9446,1383,0
2468,577638.975859098,136010.584203386,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577638.97586,136010.5842,351.9449,1386,0
2469,577638.555480258,136013.554604307,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577638.55548,136013.5546,351.9449,1389,0
2470,577638.135101418,136016.525005228,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577638.1351,136016.52501,351.9446,1392,0
2471,577637.714722578,136019.495406149,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577637.71472,136019.49541,351.9449,1395,0
2472,577637.294343737,136022.46580707,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577637.29434,136022.46581,351.9449,1398,0
2473,577636.873964897,136025.436207991,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577636.87396,136025.43621,351.9449,1401,0
2474,577636.453586057,136028.406608911,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577636.45359,136028.40661,351.9449,1404,0
2475,577636.033207217,136031.377009832,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577636.03321,136031.37701,351.9446,1407,0
2476,577635.612828376,136034.347410753,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577635.61283,136034.34741,351.9449,1410,0
2477,577635.192449536,136037.317811674,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577635.19245,136037.31781,351.9449,1413,0
2478,577634.772070696,136040.288212595,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577634.77207,136040.28821,351.9446,1416,0
2479,577634.351691856,136043.258613516,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577634.35169,136043.25861,351.9449,1419,0
2480,577633.931313015,136046.229014437,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577633.93131,136046.22901,351.9449,1422,0
2481,577633.510934175,136049.199415358,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577633.51093,136049.19942,351.9449,1425,0
2482,577633.090555335,136052.169816278,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577633.09056,136052.16982,351.9449,1428,0
2483,577632.670176495,136055.140217199,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577632.67018,136055.14022,351.9449,1431,0
2484,577632.249796863,136058.110618008,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577632.2498,136058.11062,351.9073,1434,0
2485,577631.827460325,136061.080741212,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577631.82746,136061.08074,351.907,1437,0
2486,577631.405123786,136064.050864416,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577631.40512,136064.05086,351.907,1440,0
2487,577630.982787248,136067.020987621,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577630.98279,136067.02099,351.907,1443,0
2488,577630.56045071,136069.991110825,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577630.56045,136069.99111,351.9073,1446,0
2489,577630.138114172,136072.961234029,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577630.13811,136072.96123,351.907,1449,0
2490,577629.715777633,136075.931357233,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577629.71578,136075.93136,351.907,1452,0
2491,577629.293441095,136078.901480438,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577629.29344,136078.90148,351.907,1455,0
2492,577628.871104557,136081.871603642,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577628.8711,136081.8716,351.9073,1458,0
2493,577628.448768019,136084.841726846,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577628.44877,136084.84173,351.9073,1461,0
2494,577628.02643148,136087.81185005,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577628.02643,136087.81185,351.907,1464,0
2495,577627.604094942,136090.781973255,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577627.60409,136090.78197,351.907,1467,0
2496,577627.181758404,136093.752096459,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577627.18176,136093.7521,351.907,1470,0
2497,577626.759421866,136096.722219663,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577626.75942,136096.72222,351.9073,1473,0
2498,577626.337085327,136099.692342867,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577626.33709,136099.69234,351.9073,1476,0
2499,577625.914748789,136102.662466072,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577625.91475,136102.66247,351.907,1479,0
2500,577625.492412251,136105.632589276,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577625.49241,136105.63259,351.907,1482,0
2501,577625.070075713,136108.60271248,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577625.07008,136108.60271,351.907,1485,0
2502,577624.652437898,136111.573499959,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577624.65244,136111.5735,351.9993,1488,0
2503,577624.234886279,136114.544299623,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577624.23489,136114.5443,351.9993,1491,0
2504,577623.81733466,136117.515099287,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577623.81733,136117.5151,351.9993,1494,0
2505,577623.399783042,136120.485898952,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577623.39978,136120.4859,351.9993,1497,0
2506,577622.982231423,136123.456698616,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577622.98223,136123.4567,351.9997,1500,0
2507,577622.564679805,136126.427498281,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577622.56468,136126.4275,351.9993,1503,0
2508,577622.147128186,136129.398297945,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577622.14713,136129.3983,351.9993,1506,0
2509,577621.729576568,136132.369097609,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577621.72958,136132.3691,351.9993,1509,0
2510,577621.312024949,136135.339897274,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577621.31202,136135.3399,351.9993,1512,0
2511,577620.89447333,136138.310696938,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577620.89447,136138.3107,351.9993,1515,0
2512,577620.476921712,136141.281496602,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577620.47692,136141.2815,351.9993,1518,0
2513,577620.059370093,136144.252296267,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577620.05937,136144.2523,351.9997,1521,0
2514,577619.641818475,136147.223095931,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577619.64182,136147.2231,351.9993,1524,0
2515,577619.224266856,136150.193895595,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577619.22427,136150.1939,351.9993,1527,0
2516,577618.807357582,136153.164785316,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577618.80736,136153.16479,352.0391,1530,0
2517,577618.39185726,136156.135872572,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577618.39186,136156.13587,352.0387,1533,0
2518,577617.976356938,136159.106959828,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577617.97636,136159.10696,352.0391,1536,0
2519,577617.560856616,136162.078047084,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577617.56086,136162.07805,352.0387,1539,0
2520,577617.145356294,136165.04913434,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577617.14536,136165.04913,352.0391,1542,0
2521,577616.729855972,136168.020221596,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577616.72986,136168.02022,352.0387,1545,0
2522,577616.31435565,136170.991308852,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577616.31436,136170.99131,352.0391,1548,0
2523,577615.898855328,136173.962396108,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577615.89886,136173.9624,352.0387,1551,0
2524,577615.483355006,136176.933483364,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577615.48336,136176.93348,352.0391,1554,0
2525,577615.067854684,136179.90457062,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577615.06785,136179.90457,352.0387,1557,0
2526,577614.652354362,136182.875657876,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577614.65235,136182.87566,352.0391,1560,0
2527,577614.236854041,136185.846745132,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577614.23685,136185.84675,352.0391,1563,0
2528,577613.820365077,136188.817693839,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577613.82037,136188.81769,352.0062,1566,0
2529,577613.403161076,136191.788542341,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577613.40316,136191.78854,352.0063,1569,0
2530,577612.985957075,136194.759390843,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577612.98596,136194.75939,352.0062,1572,0
2531,577612.568753074,136197.730239345,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577612.56875,136197.73024,352.0063,1575,0
2532,577612.151549073,136200.701087847,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577612.15155,136200.70109,352.0062,1578,0
2533,577611.734345072,136203.671936349,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577611.73435,136203.67194,352.0063,1581,0
2534,577611.317141071,136206.642784851,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577611.31714,136206.64278,352.0062,1584,0
2535,577610.89993707,136209.613633353,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577610.89994,136209.61363,352.0062,1587,0
2536,577610.482733069,136212.584481855,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577610.48273,136212.58448,352.0062,1590,0
2537,577610.067013461,136215.555538175,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577610.06701,136215.55554,352.0544,1593,0
2538,577609.652317351,136218.526737788,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577609.65232,136218.52674,352.0544,1596,0
2539,577609.23762124,136221.4979374,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577609.23762,136221.49794,352.0544,1599,0
2540,577608.82292513,136224.469137012,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577608.82293,136224.46914,352.0544,1602,0
2541,577608.408229019,136227.440336624,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577608.40823,136227.44034,352.0544,1605,0
2542,577607.993532909,136230.411536237,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577607.99353,136230.41154,352.0544,1608,0
2543,577607.578836798,136233.382735849,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577607.57884,136233.38274,352.0544,1611,0
2544,577607.150442949,136236.351990106,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577607.15044,136236.35199,351.7795,1614,0
2545,577606.721486195,136239.321164419,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577606.72149,136239.32116,351.7792,1617,0
2546,577606.29252944,136242.290338733,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577606.29253,136242.29034,351.7795,1620,0
2547,577605.863572685,136245.259513046,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577605.86357,136245.25951,351.7795,1623,0
2548,577605.441318172,136248.229629751,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577605.44132,136248.22963,352.2132,1626,0
2549,577605.034848188,136251.201965895,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577605.03485,136251.20197,352.2131,1629,0
2550,577604.628378205,136254.174302039,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577604.62838,136254.1743,352.2132,1632,0
2551,577604.215595857,136257.145744272,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577604.2156,136257.14574,351.6667,1635,0
2552,577603.78079324,136260.114068157,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577603.78079,136260.11407,351.6663,1638,0
2553,577603.332937974,136263.080397147,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577603.33294,136263.0804,350.9544,1641,0
2554,577602.853753393,136266.041856685,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577602.85375,136266.04186,350.4595,1644,0
2555,577602.22226716,136268.97293642,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577602.22227,136268.97294,347.6048,1647,0
2556,577601.450736567,136271.870392798,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577601.45074,136271.87039,343.1003,1650,0
2557,577600.643996109,136274.759614539,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577600.644,136274.75961,344.4758,1653,0
2558,577600.001224757,136277.685626679,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577600.00122,136277.68563,349.9919,1656,0
2559,577599.687467632,136280.661762752,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577599.68747,136280.66176,0,1659,0
2560,577599.80159296,136283.656576837,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577599.80159,136283.65658,7.2367,1662,0
2561,577600.462604905,136286.576039168,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577600.4626,136286.57604,19.0246,1665,0
2562,577601.702938503,136289.296652833,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577601.70294,136289.29665,30.2566,1668,0
2563,577603.761304028,136291.451654838,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577603.7613,136291.45165,58.3924,1671,0
2564,577606.45672472,136292.745545611,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577606.45672,136292.74555,73.6104,1674,0
2565,577609.378863198,136293.408420007,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577609.37886,136293.40842,80.7712,1677,0
2566,577612.356611938,136293.767195622,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577612.35661,136293.7672,84.4138,1680,0
2567,577615.351734842,136293.934686252,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577615.35173,136293.93469,87.3502,1683,0
2568,577618.350090604,136294.031620946,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577618.35009,136294.03162,88.7356,1686,0
2569,577621.349611673,136294.083531327,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577621.34961,136294.08353,89.2473,1689,0
2570,577624.349508519,136294.106417162,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577624.34951,136294.10642,89.6729,1692,0
2571,577627.349467852,136294.122021856,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577627.34947,136294.12202,89.7081,1695,0
2572,577630.349460224,136294.125017055,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577630.34946,136294.12502,90,1698,0
2573,577633.349445218,136294.132592128,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577633.34945,136294.13259,89.773,1701,0
2574,577636.349422946,136294.144142042,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577636.34942,136294.14414,89.7928,1704,0
2575,577639.349403317,136294.154994144,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577639.3494,136294.15499,89.7927,1707,0
2576,577642.349341764,136294.173991276,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577642.34934,136294.17399,89.6174,1710,0
2577,577645.349277638,136294.19359675,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577645.34928,136294.1936,89.6424,1713,0
2578,577648.349219233,136294.212316385,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577648.34922,136294.21232,89.6424,1716,0
2579,577651.349118583,136294.236565283,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577651.34912,136294.23657,89.482,1719,0
2580,577654.348995982,136294.263687066,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577654.349,136294.26369,89.4819,1722,0
2581,577657.348693148,136294.30610156,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577657.34869,136294.3061,89.1675,1725,0
2582,577660.348361465,136294.350645926,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577660.34836,136294.35065,89.034,1728,0
2583,577663.347935019,136294.401227499,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577663.34794,136294.40123,89.0339,1731,0
2584,577666.347468794,136294.454000011,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577666.34747,136294.454,88.8858,1734,0
2585,577669.346901566,136294.512335646,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577669.3469,136294.51234,88.8858,1737,0
2586,577672.346183878,136294.577442034,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577672.34618,136294.57744,88.5681,1740,0
2587,577675.345247151,136294.652405286,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577675.34525,136294.65241,88.5681,1743,0
2588,577678.344080454,136294.735697802,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577678.34408,136294.7357,88.2688,1746,0
2589,577681.342711141,136294.826328943,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577681.34271,136294.82633,88.2688,1749,0
2590,577684.341493298,136294.911708714,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577684.34149,136294.91171,88.4269,1752,0
2591,577687.340362553,136294.994068868,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577687.34036,136294.99407,88.4269,1755,0
2592,577690.339055657,136295.082536041,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577690.33906,136295.08254,88.2688,1758,0
2593,577693.337686344,136295.173167182,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577693.33769,136295.17317,88.2688,1761,0
2594,577696.336681123,136295.250611174,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577696.33668,136295.25061,88.5681,1764,0
2595,577699.335744396,136295.325574427,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577699.33574,136295.32557,88.5681,1767,0
2596,577702.334997272,136295.392506603,0,0,0,0,0,1845.36,19,11,POND-LINE,11, ,577702.335,136295.39251,88.7269,1770,0
